Ordinal,Type,Added,AST
2,VAR,10,15
1,CONTROL,2,9
2,VAR,5,8
0,MULTI,595,93
0,MULTI,25,19
2,VAR,7,23
1,CONTROL,21,95
3,VALUE,20,36
0,MULTI,7,15
0,MULTI,35,10
3,VALUE,4,3
1,CONTROL,16,22
0,MULTI,1,4
1,CONTROL,12,16
2,VAR,6,12
1,CONTROL,14,1
0,MULTI,389,115
3,VALUE,20,0
3,VALUE,1,1
3,VALUE,4,2
1,CONTROL,61,69
0,MULTI,13,7
3,VALUE,2,2
1,CONTROL,2,1
0,MULTI,4,4
3,VALUE,2,15
1,CONTROL,7,16
0,MULTI,2,6
3,VALUE,8,6
1,CONTROL,96,130
2,VAR,1,17
1,CONTROL,16,30
1,CONTROL,3,36
1,CONTROL,1,2
2,VAR,12,10
3,VALUE,3,4
0,MULTI,121,54
3,VALUE,3,3
2,VAR,2,7
1,CONTROL,12,29
1,CONTROL,17,24
0,MULTI,20,5
0,MULTI,6,2
3,VALUE,5,9
3,VALUE,22,42
0,MULTI,21,2
3,VALUE,4,15
2,VAR,12,9
0,MULTI,44,20
0,MULTI,1,13
3,VALUE,10,15
0,MULTI,4,0
0,MULTI,12,19
1,CONTROL,3,6
3,VALUE,17,13
1,CONTROL,42,2
3,VALUE,1,13
0,MULTI,213,32
3,VALUE,7,4
2,VAR,3,6
1,CONTROL,13,14
1,CONTROL,11,11
3,VALUE,80,50
2,VAR,1,9
3,VALUE,4,7
1,CONTROL,2,11
1,CONTROL,2,9
3,VALUE,1,7
0,MULTI,8,4
0,MULTI,4,0
2,VAR,41,46
1,CONTROL,4,13
0,MULTI,84,43
0,MULTI,18,18
1,CONTROL,87,72
2,VAR,11,17
1,CONTROL,8,0
1,CONTROL,6,3
2,VAR,5,5
3,VALUE,2,17
3,VALUE,1,16
1,CONTROL,16,8
3,VALUE,4,4
0,MULTI,3,1
3,VALUE,239,131
0,MULTI,4,0
3,VALUE,64,49
3,VALUE,2,8
2,VAR,2,5
0,MULTI,2,6
1,CONTROL,2,2
3,VALUE,22,31
2,VAR,1,34
0,MULTI,6,5
3,VALUE,7,0
3,VALUE,24,21
0,MULTI,4,6
2,VAR,8,8
2,VAR,7,56
3,VALUE,16,14
3,VALUE,4,8
1,CONTROL,38,28
0,MULTI,21,7
3,VALUE,12,22
3,VALUE,16,14
0,MULTI,21,21
0,MULTI,130,26
2,VAR,2,1
1,CONTROL,5,5
1,CONTROL,3,4
3,VALUE,2,4
1,CONTROL,27,17
0,MULTI,62,2
0,MULTI,24,13
1,CONTROL,1,6
3,VALUE,24,0
3,VALUE,4,2
1,CONTROL,5,5
0,MULTI,8,4
0,MULTI,407,217
3,VALUE,2,1
0,MULTI,11,2
0,MULTI,6,2
2,VAR,5,23
2,VAR,30,33
3,VALUE,2,2
2,VAR,1,0
1,CONTROL,5,5
2,VAR,12,12
0,MULTI,87,33
3,VALUE,14,5
1,CONTROL,13,14
3,VALUE,9,33
3,VALUE,5,1
0,MULTI,2,2
2,VAR,42,22
2,VAR,7,15
3,VALUE,8,8
3,VALUE,6,5
3,VALUE,18,22
0,MULTI,25,13
2,VAR,16,8
2,VAR,18,51
2,VAR,15,23
2,VAR,2,4
2,VAR,10,247
3,VALUE,42,23
1,CONTROL,443,2
2,VAR,1,1
1,CONTROL,4,8
1,CONTROL,7,5
3,VALUE,7,0
1,CONTROL,2,10
1,CONTROL,27,101
0,MULTI,2,9
0,MULTI,8,4
3,VALUE,7,3
3,VALUE,25,28
3,VALUE,13,61
0,MULTI,656,189
1,CONTROL,2,8
3,VALUE,8,9503
3,VALUE,280,129
0,MULTI,8,10
2,VAR,18,40
0,MULTI,214,223
0,MULTI,32,3
0,MULTI,63,31
1,CONTROL,15,28
2,VAR,4,3
3,VALUE,52,59
0,MULTI,2,3
0,MULTI,40,11
3,VALUE,8,0
1,CONTROL,27,15
0,MULTI,18,6
1,CONTROL,7,7
0,MULTI,71,28
1,CONTROL,23,43
2,VAR,6,8
0,MULTI,7,21
2,VAR,31,47
2,VAR,3,11
3,VALUE,32,27
0,MULTI,2,4
2,VAR,41,141
0,MULTI,68,55
1,CONTROL,2,9
0,MULTI,44,12
3,VALUE,3,2
2,VAR,6,41
2,VAR,19,14
3,VALUE,26,78
3,VALUE,1,24
2,VAR,3,4
0,MULTI,104,26
0,MULTI,4,9
0,MULTI,6,2
0,MULTI,26,2
0,MULTI,2,2
0,MULTI,7,2
2,VAR,23,18
2,VAR,3,9
0,MULTI,6,13
1,CONTROL,2,4
3,VALUE,4,2
1,CONTROL,10,16
3,VALUE,38,22
3,VALUE,4,2
1,CONTROL,9,11
0,MULTI,19,8
0,MULTI,44,31
1,CONTROL,104,104
3,VALUE,5,14
1,CONTROL,9,5
0,MULTI,29,9
1,CONTROL,3,14
3,VALUE,8,0
0,MULTI,2,4
2,VAR,4,4
2,VAR,8,14
1,CONTROL,10,5
0,MULTI,18,34
3,VALUE,208,18
0,MULTI,5,10
3,VALUE,2,7
0,MULTI,26,3
2,VAR,6,8
0,MULTI,3,9
3,VALUE,3,3
1,CONTROL,7,7
1,CONTROL,17,19
0,MULTI,6,0
3,VALUE,11,23
3,VALUE,4,14
1,CONTROL,13,13
3,VALUE,1,1
1,CONTROL,2,7
3,VALUE,16,199
2,VAR,17,11
3,VALUE,24,22
0,MULTI,8,12
3,VALUE,8,6
1,CONTROL,3,1
1,CONTROL,12,24
0,MULTI,31,16
0,MULTI,24,26
1,CONTROL,19,31
2,VAR,10,14
1,CONTROL,6,12
1,CONTROL,82,75
0,MULTI,15,10
3,VALUE,4,0
3,VALUE,9,28
0,MULTI,4,144
3,VALUE,1,3
0,MULTI,66,68
1,CONTROL,7,17
1,CONTROL,8,14
2,VAR,15,12
3,VALUE,14,46
1,CONTROL,16,83
0,MULTI,46,32
0,MULTI,7,15
3,VALUE,2,1
3,VALUE,25,16
3,VALUE,15,20
2,VAR,80,130
3,VALUE,6,13
1,CONTROL,9,10
3,VALUE,2,6
3,VALUE,4,2
0,MULTI,9,18
0,MULTI,1,0
3,VALUE,7,16
3,VALUE,21,16
1,CONTROL,1,2
0,MULTI,13,3
1,CONTROL,4,9
1,CONTROL,2,7
3,VALUE,153,23
1,CONTROL,7,10
0,MULTI,82,31
2,VAR,23,36
1,CONTROL,62,4
3,VALUE,78,104
2,VAR,44,211
2,VAR,8,13
3,VALUE,24,69
3,VALUE,1,4
3,VALUE,47,35
0,MULTI,26,26
0,MULTI,33,0
0,MULTI,10,5
0,MULTI,199,26
2,VAR,28,36
1,CONTROL,39,45
1,CONTROL,2,2
0,MULTI,4,0
0,MULTI,14,2
2,VAR,59,41
1,CONTROL,32,39
1,CONTROL,1,1
2,VAR,2,3
1,CONTROL,310,780
2,VAR,7,4
1,CONTROL,14,14
1,CONTROL,6,9
3,VALUE,7,12
2,VAR,171,166
1,CONTROL,49,1
1,CONTROL,2,3
0,MULTI,29,14
3,VALUE,9,7
0,MULTI,1,20
0,MULTI,18,15
0,MULTI,133,24
3,VALUE,2,0
1,CONTROL,1,3
0,MULTI,58,16
3,VALUE,2,2
3,VALUE,2,3
1,CONTROL,51,58
0,MULTI,11,10
0,MULTI,3,0
2,VAR,45,83
3,VALUE,2,24
1,CONTROL,9,15
0,MULTI,2,0
1,CONTROL,8,4
3,VALUE,4,2
2,VAR,4,6
3,VALUE,13,0
2,VAR,6,16
2,VAR,2,2
3,VALUE,2,0
0,MULTI,5,2
0,MULTI,3,2
1,CONTROL,97,112
2,VAR,46,127
0,MULTI,117,24
2,VAR,7,19
3,VALUE,91,119
1,CONTROL,1,5
3,VALUE,4,4
0,MULTI,476,129
2,VAR,1,10
1,CONTROL,26,26
0,MULTI,2,0
2,VAR,27,79
3,VALUE,1,1
2,VAR,6,8
3,VALUE,30,10
0,MULTI,92,67
2,VAR,61,37
2,VAR,7,14
3,VALUE,2,2
1,CONTROL,36,36
2,VAR,40,36
0,MULTI,10,3
0,MULTI,2,2
3,VALUE,19,40
2,VAR,6,9
3,VALUE,546,697
3,VALUE,726,138
0,MULTI,61,14
0,MULTI,52,19
0,MULTI,10,8
1,CONTROL,22,26
0,MULTI,2,2
3,VALUE,20,6
3,VALUE,2,4
0,MULTI,22,8
0,MULTI,20,48
1,CONTROL,16,16
3,VALUE,483,89
3,VALUE,6,6
3,VALUE,6,14
1,CONTROL,53,89
0,MULTI,30,9
0,MULTI,2,44
2,VAR,2,5
0,MULTI,4,0
1,CONTROL,3,6
3,VALUE,1,2
0,MULTI,116,80
2,VAR,2,13
0,MULTI,31,11
3,VALUE,1,3
1,CONTROL,2,7
3,VALUE,18,5
1,CONTROL,10,10
3,VALUE,5,2
2,VAR,10,6
2,VAR,4,10
3,VALUE,11,16
1,CONTROL,2,2
3,VALUE,23,0
2,VAR,34,106
0,MULTI,24,10
1,CONTROL,13,0
0,MULTI,10,8
0,MULTI,285,86
0,MULTI,17,7
1,CONTROL,91,84
3,VALUE,3,3
1,CONTROL,222,29
3,VALUE,3,9
1,CONTROL,23,39
0,MULTI,2,3
0,MULTI,5,0
0,MULTI,44,0
3,VALUE,3,2
3,VALUE,15,9
2,VAR,6,8
3,VALUE,3,0
0,MULTI,266,96
2,VAR,6,6
1,CONTROL,4,10
0,MULTI,13,10
2,VAR,2,2
0,MULTI,29,95
1,CONTROL,4,2
3,VALUE,1,0
0,MULTI,3,6
2,VAR,8,28
3,VALUE,2,3
1,CONTROL,22,4
2,VAR,9,14
3,VALUE,4,7
2,VAR,11,8
2,VAR,15,58
2,VAR,2,10
1,CONTROL,9,10
3,VALUE,16,17
0,MULTI,200,38
0,MULTI,96,16
2,VAR,18,55
1,CONTROL,1,2
2,VAR,16,11
2,VAR,25,39
3,VALUE,88,71
2,VAR,174,505
1,CONTROL,10,10
2,VAR,89,121
1,CONTROL,9,2
1,CONTROL,6,11
3,VALUE,15,5
1,CONTROL,4,3
2,VAR,2,5
1,CONTROL,21,5
1,CONTROL,23,39
1,CONTROL,131,96
0,MULTI,3,9
1,CONTROL,2,4
3,VALUE,4,11
3,VALUE,10,8
0,MULTI,2,9
0,MULTI,4,0
3,VALUE,28,67
0,MULTI,71,10
1,CONTROL,6,22
0,MULTI,45,21
2,VAR,2,3
0,MULTI,19,38
0,MULTI,16,4
2,VAR,6,17
2,VAR,1,5
0,MULTI,2,0
0,MULTI,4,16
3,VALUE,25,95
3,VALUE,5,23
3,VALUE,3,3
0,MULTI,6,8
3,VALUE,13,14
1,CONTROL,3,8
1,CONTROL,34,17
0,MULTI,120,39
1,CONTROL,8,2
1,CONTROL,38,62
1,CONTROL,1,8
2,VAR,25,25
2,VAR,19,130
0,MULTI,34,34
3,VALUE,21,29
0,MULTI,3,3
2,VAR,20,17
0,MULTI,4,2
0,MULTI,20,12
0,MULTI,687,246
3,VALUE,25,22
3,VALUE,2,6
1,CONTROL,9,14
1,CONTROL,18,6
0,MULTI,4,3
1,CONTROL,8,13
3,VALUE,22,0
0,MULTI,30,21
2,VAR,49,123
1,CONTROL,62,15
3,VALUE,25,21
3,VALUE,18,21
3,VALUE,32,59
0,MULTI,2,0
0,MULTI,2,2
0,MULTI,376,94
0,MULTI,2,9
2,VAR,6,8
3,VALUE,7,7
2,VAR,4,4
1,CONTROL,4,4
3,VALUE,4,18
3,VALUE,6,2
3,VALUE,18,11
3,VALUE,12,14
2,VAR,9,20
3,VALUE,154,676
1,CONTROL,1,2
0,MULTI,2,6
3,VALUE,8,0
2,VAR,1,14
3,VALUE,4,4
0,MULTI,2,4
2,VAR,4,13
1,CONTROL,6,11
3,VALUE,1,7
0,MULTI,36,10
0,MULTI,13,3
2,VAR,4,5
2,VAR,7,19
3,VALUE,141,131
1,CONTROL,63,50
0,MULTI,24,49
2,VAR,2,2
0,MULTI,4,2
2,VAR,86,50
3,VALUE,7,5
3,VALUE,27,0
1,CONTROL,36,33
1,CONTROL,61,61
2,VAR,14,35
2,VAR,3,13
0,MULTI,2,0
2,VAR,13,20
1,CONTROL,2,2
1,CONTROL,5,189
0,MULTI,4,7
0,MULTI,61,15
0,MULTI,4,14
3,VALUE,30,36
3,VALUE,5,11
3,VALUE,1,3
0,MULTI,4,13
2,VAR,55,104
0,MULTI,338,84
1,CONTROL,6,27
2,VAR,3,7
0,MULTI,11,5
3,VALUE,15,21
2,VAR,12,11
0,MULTI,57,29
0,MULTI,37,0
1,CONTROL,9,19
2,VAR,4,5
0,MULTI,73,33
0,MULTI,2,4
1,CONTROL,52,55
3,VALUE,26,80
0,MULTI,8,0
2,VAR,19,16
1,CONTROL,6,14
0,MULTI,34,13
2,VAR,3,4
0,MULTI,15,3
0,MULTI,1,1
1,CONTROL,3,3
3,VALUE,61,7
2,VAR,55,38
0,MULTI,167,114
0,MULTI,7,3
3,VALUE,2,9
3,VALUE,3,6
1,CONTROL,7,7
2,VAR,15,14
2,VAR,60,47
2,VAR,27,25
0,MULTI,146,55
0,MULTI,22,1
0,MULTI,31,2
0,MULTI,8,0
2,VAR,9,5
3,VALUE,30,30
2,VAR,7,7
1,CONTROL,14,34
3,VALUE,4,8
1,CONTROL,3,3
2,VAR,12,14
0,MULTI,103,53
0,MULTI,2,2
0,MULTI,8,0
1,CONTROL,10,10
2,VAR,10,7
2,VAR,9,13
0,MULTI,26,26
0,MULTI,40,9
0,MULTI,14,18
1,CONTROL,2,3
0,MULTI,2,2
2,VAR,3,7
0,MULTI,2,0
0,MULTI,2,1
1,CONTROL,4,4
3,VALUE,16,41
0,MULTI,2,1
1,CONTROL,1,4
0,MULTI,13,5
1,CONTROL,4,5
0,MULTI,141,88
0,MULTI,4,10
3,VALUE,4,2
0,MULTI,65,5
1,CONTROL,9,9
1,CONTROL,6,8
1,CONTROL,1,3
1,CONTROL,20,2
0,MULTI,6,0
0,MULTI,32,5
1,CONTROL,12,12
2,VAR,1,15
0,MULTI,3,4
1,CONTROL,11,12
0,MULTI,2,2
0,MULTI,26,8
3,VALUE,2,17
2,VAR,14,26
1,CONTROL,1,16
0,MULTI,405,302
0,MULTI,73,5
3,VALUE,10,41
0,MULTI,30,50
3,VALUE,6,8
2,VAR,4,4
2,VAR,5,5
2,VAR,12,15
3,VALUE,27,65
3,VALUE,10,1
3,VALUE,40,26
2,VAR,145,144
3,VALUE,1,7
3,VALUE,22,31
0,MULTI,32,10
0,MULTI,8,0
2,VAR,11,24
0,MULTI,6,2
3,VALUE,8,10
3,VALUE,6,12
2,VAR,21,52
1,CONTROL,102,9
2,VAR,4,2
1,CONTROL,68,66
0,MULTI,120,35
1,CONTROL,10,20
1,CONTROL,82,46
1,CONTROL,5,53
0,MULTI,33,8
0,MULTI,2,2
3,VALUE,8,34
0,MULTI,27,11
0,MULTI,24,8
1,CONTROL,68,52
2,VAR,22,43
1,CONTROL,44,38
1,CONTROL,68,13
1,CONTROL,139,94
2,VAR,6,13
0,MULTI,11,8
1,CONTROL,1,4
2,VAR,3,10
3,VALUE,37,13
0,MULTI,28,24
1,CONTROL,4,2
2,VAR,5,10
3,VALUE,4,0
2,VAR,1,27
2,VAR,4,7
1,CONTROL,2,4
3,VALUE,16,5
1,CONTROL,34,49
3,VALUE,8,8
2,VAR,14,28
1,CONTROL,10,0
2,VAR,10,9
3,VALUE,2,20
0,MULTI,44,6
0,MULTI,1,7
0,MULTI,6,1
0,MULTI,12,13
2,VAR,4,4
0,MULTI,4,0
1,CONTROL,8,6
0,MULTI,2,10
0,MULTI,50,28
1,CONTROL,12,2
1,CONTROL,98,106
0,MULTI,30,16
1,CONTROL,6,7
3,VALUE,1,33
2,VAR,159,125
1,CONTROL,7,36
1,CONTROL,3,7
2,VAR,7,19
3,VALUE,42,32
2,VAR,32,34
1,CONTROL,43,45
3,VALUE,6,0
0,MULTI,2,1
2,VAR,6,11
3,VALUE,1,3
1,CONTROL,18,16
0,MULTI,116,36
2,VAR,14,17
0,MULTI,26,12
0,MULTI,6,6
3,VALUE,4,3
0,MULTI,36,18
3,VALUE,12,10
3,VALUE,6,0
3,VALUE,28,12
0,MULTI,1,0
1,CONTROL,5,6
3,VALUE,39,72
3,VALUE,3,2
0,MULTI,1,5
0,MULTI,10,2
3,VALUE,25,59
3,VALUE,14,44
0,MULTI,83,82
1,CONTROL,1,2
1,CONTROL,29,20
0,MULTI,224,300
0,MULTI,236,89
3,VALUE,14,68
2,VAR,28,4
0,MULTI,278,66
3,VALUE,5,47
1,CONTROL,43,54
1,CONTROL,2,7
0,MULTI,130,19
0,MULTI,14,4
1,CONTROL,40,48
2,VAR,5,5
0,MULTI,21,8
2,VAR,3,4
3,VALUE,16,2
0,MULTI,29,0
0,MULTI,4,5
0,MULTI,9,11
0,MULTI,19,8
1,CONTROL,17,19
0,MULTI,2,8
3,VALUE,18,45
2,VAR,33,18
2,VAR,21,39
3,VALUE,132,32
2,VAR,2,6
2,VAR,29,48
3,VALUE,4,11
3,VALUE,8,5
1,CONTROL,39,37
2,VAR,11,24
1,CONTROL,52,34
1,CONTROL,16,2
0,MULTI,215,141
3,VALUE,1,1
1,CONTROL,9,19
3,VALUE,152,179
3,VALUE,2,2
0,MULTI,8,0
0,MULTI,236,16
1,CONTROL,12,23
3,VALUE,177,22
0,MULTI,24,5
3,VALUE,64,26
0,MULTI,4,2
3,VALUE,82,33
2,VAR,3,23
2,VAR,2,2
2,VAR,7,60
0,MULTI,60,2
0,MULTI,2,0
2,VAR,10,20
1,CONTROL,2,2
0,MULTI,52,29
1,CONTROL,58,52
2,VAR,24,16
1,CONTROL,43,21
2,VAR,2,3
1,CONTROL,5,39
3,VALUE,2,3
3,VALUE,42,33
2,VAR,4,18
3,VALUE,76,7
3,VALUE,2,1
0,MULTI,6,2
2,VAR,7,20
2,VAR,6,8
0,MULTI,10,5
3,VALUE,10,21
0,MULTI,13,1
1,CONTROL,7,3
3,VALUE,7,22
1,CONTROL,9,0
2,VAR,3,16
2,VAR,3,4
0,MULTI,46,14
0,MULTI,153,158
1,CONTROL,10,10
1,CONTROL,4,4
0,MULTI,32,0
0,MULTI,30,97
3,VALUE,9,9
2,VAR,63,32
1,CONTROL,4,4
3,VALUE,1,24
0,MULTI,42,16
1,CONTROL,21,39
2,VAR,12,33
3,VALUE,111,66
1,CONTROL,6,6
0,MULTI,87,43
3,VALUE,1,1
3,VALUE,8,42
2,VAR,6,6
0,MULTI,26,3
1,CONTROL,58,7
0,MULTI,174,75
0,MULTI,77,82
3,VALUE,2,0
2,VAR,10,20
2,VAR,2,3
2,VAR,28,38
3,VALUE,4,4
3,VALUE,2,0
1,CONTROL,1,5
1,CONTROL,4,10
2,VAR,21,104
2,VAR,29,32
0,MULTI,44,29
0,MULTI,53,12
1,CONTROL,110,2
3,VALUE,2,12
3,VALUE,1,1
1,CONTROL,9,19
3,VALUE,2,27
2,VAR,2,8
2,VAR,1,33
3,VALUE,1,17
1,CONTROL,16,16
0,MULTI,363,221
1,CONTROL,18,6
3,VALUE,151,101
0,MULTI,505,276
2,VAR,4,5
3,VALUE,4,5
0,MULTI,12,26
3,VALUE,7,9
0,MULTI,19,3
2,VAR,11,17
1,CONTROL,103,5
3,VALUE,4,4
0,MULTI,37,11
1,CONTROL,29,37
2,VAR,17,15
0,MULTI,47,58
2,VAR,7,68
2,VAR,8,52
0,MULTI,20,31
1,CONTROL,7,7
3,VALUE,14,20
3,VALUE,7,3
0,MULTI,16,141
2,VAR,21,61
2,VAR,51,27
3,VALUE,6,7
2,VAR,5,18
3,VALUE,1,7
0,MULTI,302,192
0,MULTI,121,40
0,MULTI,7,1
3,VALUE,3,2
1,CONTROL,4,3
3,VALUE,17,11
0,MULTI,6,3
2,VAR,18,27
1,CONTROL,5,4
3,VALUE,311,38
1,CONTROL,52,52
0,MULTI,19,9
0,MULTI,20,7
2,VAR,1,1
2,VAR,17,11
2,VAR,13,13
0,MULTI,24,10
0,MULTI,1,4
0,MULTI,3,3
1,CONTROL,2,2
3,VALUE,12,11
3,VALUE,1,12
3,VALUE,2,0
0,MULTI,23,13
1,CONTROL,1,106
2,VAR,2,3
2,VAR,8,4
0,MULTI,31,8
2,VAR,2,3
0,MULTI,18,7
3,VALUE,5,7
3,VALUE,2,17
0,MULTI,122,62
1,CONTROL,18,18
2,VAR,2,6
1,CONTROL,35,21
3,VALUE,31,18
1,CONTROL,35,37
0,MULTI,14,29
2,VAR,11,2
2,VAR,40,66
3,VALUE,24,20
0,MULTI,38,4
1,CONTROL,32,27
1,CONTROL,1,3
3,VALUE,2,0
0,MULTI,10,2
2,VAR,1,8
3,VALUE,6,7
1,CONTROL,9,10
0,MULTI,864,128
0,MULTI,61,43
0,MULTI,18,7
2,VAR,2,3
1,CONTROL,2,2
3,VALUE,8,6
0,MULTI,4,3
0,MULTI,10,2
1,CONTROL,2,14
1,CONTROL,5,7
3,VALUE,8,7
0,MULTI,303,93
0,MULTI,2,174
3,VALUE,1,1
2,VAR,7,4
0,MULTI,7,3
0,MULTI,204,62
1,CONTROL,120,137
3,VALUE,17,5
0,MULTI,83,10
1,CONTROL,14,13
3,VALUE,3,1
1,CONTROL,3,11
0,MULTI,30,19
2,VAR,2,32
2,VAR,7,6
0,MULTI,18,6
2,VAR,11,64
1,CONTROL,19,8
0,MULTI,4,2
1,CONTROL,49,21
1,CONTROL,19,8
0,MULTI,6,1
2,VAR,3,28
0,MULTI,69,13
0,MULTI,14,6
1,CONTROL,5,30
2,VAR,9,5
0,MULTI,158,61
2,VAR,4,4
3,VALUE,9,43
1,CONTROL,3,2
