74,popcorn-desktop,https://github.com/popcorn-official/popcorn-desktop,src/app/lib/views/player/player.js,src/app/lib/views/player/player.js,02c8f82fd2c91d501c973599ffeff2f1b4b4980c,853d492c25092ee88054e5b5d5b471f6461b174c,~anonymous~,THISTOTHAT,_this,The function '~anonymous~' replaced an occurance of 'this' with '_this'.,The function may have been using 'this' with an undesired context. The repair is storing the right context in a variable (like 'that') and passing it to this function.
17,popcorn-desktop,https://github.com/popcorn-official/popcorn-desktop,src/app/updater.js,src/app/updater.js,722bef2f01def9c096b0635eed63abd20f332249,b3614b7ccb0b78383813d3f682890875c655b393,~anonymous~,THISTOTHAT,self,The function '~anonymous~' replaced an occurance of 'this' with 'self'.,The function may have been using 'this' with an undesired context. The repair is storing the right context in a variable (like 'that') and passing it to this function.
18,KiwiIRC,https://github.com/prawnsalad/KiwiIRC,server/irc/connection.js,server/irc/connection.js,77997db8ef5d59541cc74168abaeebcfc033c571,6cd5ba87eec861cc1b58cfb235c4d50812cf162d,getConnectionFamilyCb,THISTOTHAT,that,The function 'getConnectionFamilyCb' replaced an occurance of 'this' with 'that'.,The function may have been using 'this' with an undesired context. The repair is storing the right context in a variable (like 'that') and passing it to this function.
11,node-glob,https://github.com/isaacs/node-glob,sync.js,sync.js,bf3381e90e283624fbd652835e1aefa55d45e2c7,957fd934f9d9961bbc9c83ec3bb7b7c3fe8bf669,~anonymous~,THISTOTHAT,self,The function '~anonymous~' replaced an occurance of 'this' with 'self'.,The function may have been using 'this' with an undesired context. The repair is storing the right context in a variable (like 'that') and passing it to this function.
24,forever,https://github.com/foreverjs/forever,lib/forever/worker.js,lib/forever/worker.js,d711ab80e1ced34d527c4430035834eed1f5ee9e,a987826d0950bc868f453816a3b99a5a51cd16f7,~anonymous~,THISTOTHAT,self,The function '~anonymous~' replaced an occurance of 'this' with 'self'.,The function may have been using 'this' with an undesired context. The repair is storing the right context in a variable (like 'that') and passing it to this function.
2,koala,https://github.com/oklai/koala,src/app/compilers/compass/CompassCompiler.js,src/app/compilers/compass/CompassCompiler.js,349fc5b8922819b8560604d85ce74f405f7b62b8,74b6c5b57b58f2d0e07c3ae20b70a6aefced3264,~anonymous~,THISTOTHAT,self,The function '~anonymous~' replaced an occurance of 'this' with 'self'.,The function may have been using 'this' with an undesired context. The repair is storing the right context in a variable (like 'that') and passing it to this function.
4,koala,https://github.com/oklai/koala,src/app/compilers/less/LessCompiler.js,src/app/compilers/less/LessCompiler.js,349fc5b8922819b8560604d85ce74f405f7b62b8,74b6c5b57b58f2d0e07c3ae20b70a6aefced3264,~anonymous~,THISTOTHAT,self,The function '~anonymous~' replaced an occurance of 'this' with 'self'.,The function may have been using 'this' with an undesired context. The repair is storing the right context in a variable (like 'that') and passing it to this function.
7,koala,https://github.com/oklai/koala,src/app/compilers/sass/SassCompiler.js,src/app/compilers/sass/SassCompiler.js,349fc5b8922819b8560604d85ce74f405f7b62b8,74b6c5b57b58f2d0e07c3ae20b70a6aefced3264,~anonymous~,THISTOTHAT,self,The function '~anonymous~' replaced an occurance of 'this' with 'self'.,The function may have been using 'this' with an undesired context. The repair is storing the right context in a variable (like 'that') and passing it to this function.
87,node-mongodb-native,https://github.com/mongodb/node-mongodb-native,lib/mongodb/db.js,lib/mongodb/db.js,be440a44a9a4d07f42c025d2a7c2d798335d4766,d6d6de96a6809479ab51b68d2a54448a3c0446e6,~anonymous~,THISTOTHAT,self,The function '~anonymous~' replaced an occurance of 'this' with 'self'.,The function may have been using 'this' with an undesired context. The repair is storing the right context in a variable (like 'that') and passing it to this function.
15,KiwiIRC,https://github.com/prawnsalad/KiwiIRC,server/irc/channel.js,server/irc/channel.js,944d957964bb993c608406fa9d6dee2bc02e45ad,5be54b3d3a97007e972a0bd998cee24ce6ec3578,~anonymous~,THISTOTHAT,that,The function '~anonymous~' replaced an occurance of 'this' with 'that'.,The function may have been using 'this' with an undesired context. The repair is storing the right context in a variable (like 'that') and passing it to this function.
