Ordinal,Type,Added,AST
0,MULTI,1,4
3,VALUE,1,4
0,MULTI,1,1
2,VAR,1,1
0,MULTI,6,0
3,VALUE,6,0
0,MULTI,3,12
2,VAR,2,12
3,VALUE,3,12
0,MULTI,156,5
1,CONTROL,156,5
0,MULTI,33,16
2,VAR,2,16
3,VALUE,33,16
0,MULTI,2,34
3,VALUE,2,34
0,MULTI,15,0
1,CONTROL,13,0
3,VALUE,11,0
0,MULTI,276,76
3,VALUE,276,76
0,MULTI,1,28
3,VALUE,1,28
0,MULTI,10,1
2,VAR,2,1
3,VALUE,9,1
0,MULTI,2,3
3,VALUE,2,3
0,MULTI,4,23
3,VALUE,4,23
0,MULTI,2,1
2,VAR,2,1
3,VALUE,1,1
0,MULTI,26,8
1,CONTROL,14,8
3,VALUE,13,8
0,MULTI,2,48
2,VAR,2,48
3,VALUE,1,48
0,MULTI,7,70
2,VAR,7,70
3,VALUE,7,70
0,MULTI,9,29
2,VAR,7,29
3,VALUE,7,29
0,MULTI,11,4
1,CONTROL,11,4
0,MULTI,3,9
3,VALUE,3,9
